ID_Ingredient,Ingredient,Quantity,Weigh
RIC08,Mì vắt,4 Gói,0.5
VEG15,Cải ngọt,200 Gr,0.5
SPI34,Muối,1/2 Muỗng cà phê,0.0
VEG34,Hạt nêm,2 Muỗng cà phê,0.0
SPI05,Bột ngọt,1 Muỗng cà phê,0.0
SPI10,Dầu ăn,30 ml,0.0
SPI52,Tỏi băm,1 Muỗng cà phê,0.0
