ID_Ingredient,Ingredient,Quantity,Weigh
VEG16,Cải thìa,400 Gr,0.5
VEG52,Nấm đông cô,10 Cái,0.3
VEG28,Hành lá,1 Cây,0.05
VEG26,Gừng băm,2 Gr,0.05
RIC02,Bột bắp,1 Muỗng canh,0.05
WAT09,Nước dùng gà,150 ml,0.05
SPI13,Dầu hào,1/4 Muỗng cà phê,0.0
SPI35,Nước mắm,1/4 Muỗng cà phê,0.0
VEG34,Hạt nêm,2 Gr,0.0
SPI22,Đường trắng,2 Gr,0.0
