ID_Ingredient,Ingredient,Quantity,Weigh
VEG16,Cải thìa,10 Cây,0.5
VEG54,Nấm hương,8 Cái,0.35
VEG26,Gừng băm,1 Muỗng canh,0.05
VEG69,Ớt khô,5 Trái,0.05
SPI12,Dầu dừa,2 Muỗng canh,0.05
SPI40,Nước tương,2 Muỗng canh,0.0
SPI34,Muối,1/2 Muỗng cà phê,0.0
SPI47,Tiêu,1/2 Muỗng cà phê,0.0
