ID_Ingredient,Ingredient,Quantity,Weigh
VEG74,Rau muống,300 Gr,0.5
VEG53,Nấm đùi gà,200 Gr,0.35
SPI09,Chao,150 Gr,0.1
VEG27,Hành boa rô,20 Gr,0.05
SPI29,Hạt nêm Maggi,1 Muỗng canh,0.0
SPI22,Đường trắng,1/2 Muỗng canh,0.0
SPI34,Muối,1/2 Muỗng cà phê,0.0
SPI40,Nước tương,2 Muỗng canh,0.0
SPI10,Dầu ăn,2 Muỗng canh,0.0
