ID_Ingredient,Ingredient,Quantity,Weigh
VEG16,Cải thìa,500 Gr,0.6
VEG52,Nấm đông cô,200 Gr,0.15
VEG13,Cà rốt,1 Củ,0.1
RIC02,Bột bắp,1 Muỗng canh,0.05
SPI52,Tỏi băm,2 Muỗng canh,0.05
VEG27,Hành boa rô,10 Gr,0.05
SPI13,Dầu hào,5 Muỗng canh,0.0
SPI22,Đường trắng,2 Muỗng cà phê,0.0
WAT02,Nước,200 ml,0.0
SPI17,Dầu mè,2 Muỗng canh,0.0
