ID_Ingredient,Ingredient,Quantity,Weigh
VEG53,Nấm đùi gà,250 Gr,0.6
VEG65,Ớt chuông,50 Gr,0.05
VEG04,Bắp non,50 Gr,0.1
VEG26,Dưa leo,50 Gr,0.15
VEG17,Cần tàu,10 Gr,0.05
VEG27,Hành boa rô,20 Gr,0.05
SPI44,Sa tế,2 Muỗng cà phê,0.0
SPI47,Tiêu,1/2 Muỗng cà phê,0.0
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
SPI41,Nước tương Maggi,2 Muỗng canh,0.0
SPI10,Dầu ăn,2 Muỗng canh,0.0
