ID_Ingredient,Ingredient,Quantity,Weigh
VEG74,Rau muống,150 Gr,0.95
SPI51,Tỏi,5 Tép,0.05
SPI19,Đường,3 Gr,0.0
SPI56,Xốt nêm thịt heo Knorr,15 Gr,0.0
SPI13,Dầu hào,5 Gr,0.0
SPI10,Dầu ăn,20 Gr,0.0
