ID_Ingredient,Ingredient,Quantity,Weigh
VEG74,Rau muống,500 Gr,0.7
SPI51,Tỏi,1 Củ,0.3
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
SPI05,Bột ngọt,1/2 Muỗng cà phê,0.0
SPI22,Đường trắng,1 Muỗng cà phê,0.0
SPI34,Muối,1/3 Muỗng cà phê,0.0
SPI35,Nước mắm,1 Muỗng canh,0.0
