ID_Ingredient,Ingredient,Quantity,Weigh
MEA14,Sườn non,250 Gr,0.6
VEG66,Ớt chuông đỏ,100 Gr,0.1
VEG67,Ớt chuông vàng,100 Gr,0.1
VEG26,Dưa leo,100 Gr,0.1
VEG31,Hành tím,10 Gr,0.05
VEG30,Hành tây,10 Gr,0.05
SPI29,Hạt nêm Maggi,2 Muỗng canh,0.0
WAT05,Nước cốt me,50 ml,0.0
SPI40,Nước tương,1 Muỗng canh,0.0
SPI22,Đường trắng,2 Muỗng canh,0.0
