ID_Ingredient,Ingredient,Quantity,Weigh
VEG14,Cải bó xôi,450 Gr,0.95
SPI52,Tỏi băm,3 Tép,0.05
SPI18,Dầu olive,2.50 Muỗng canh,0.0
SPI34,Muối,1/2 Muỗng cà phê,0.0
SPI47,Tiêu,1/2 Muỗng cà phê,0.0
