ID_Ingredient,Ingredient,Quantity,Weigh
MEA01,Bắp bò,300 Gr,0.65
VEG25,Dưa cải chua,350 Gr,0.1
VEG11,Cà chua,150 Gr,0.1
VEG32,Hành tím băm,10 Gr,0.1
SPI52,Tỏi băm,10 Gr,0.05
VEG34,Hạt nêm,4 Muỗng cà phê,0.0
SPI22,Đường trắng,1 Muỗng cà phê,0.0
VEG36,Tiêu,1/2 Muỗng cà phê,0.0
