ID_Ingredient,Ingredient,Quantity,Weigh
MEA12,Thịt gà,1/2 Con,0.5
SEA13,Ngao,10 Con,0.2
VEG25,Gừng,1/2 Củ,0.1
VEG54,Nấm hương,10 Cái,0.15
SPI34,Muối,1 Muỗng cà phê,0.0
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
VEG64,Ớt,2 Trái,0.05
