ID_Ingredient,Ingredient,Quantity,Weigh
MEA12,Thịt gà,150 Gr,0.6
VEG43,Khổ qua,2 Trái,0.2
VEG62,Ngò rí,10 Gr,0.1
VEG28,Hành lá,1 Nhánh,0.1
VEG34,Hạt nêm,2 Muỗng cà phê,0.0
VEG36,Tiêu,1 Muỗng cà phê,0.0
SPI34,Muối,1/2 Muỗng cà phê,0.0
