ID_Ingredient,Ingredient,Quantity,Weigh
MEA12,Thịt gà,1 Con,0.5
VEG45,Lá giang,1 Bó,0.2
VEG82,Sả,4 Củ,0.05
VEG71,Ớt sừng,1 Trái,0.05
VEG28,Hành lá,2 Nhánh,0.05
SPI51,Tỏi,1 Củ,0.05
VEG61,Ngò om,2 Cây,0.05
VEG60,Ngò gai,1 Cây,0.05
SPI34,Muối,1 Muỗng cà phê,0.0
SPI22,Đường trắng,1.50 Muỗng canh,0.0
VEG34,Hạt nêm,5 Muỗng cà phê,0.0
SPI35,Nước mắm,3 Muỗng canh,0.0
SPI05,Bột ngọt,1.50 Muỗng cà phê,0.0
SPI10,Dầu ăn,2 Muỗng canh,0.0
