ID_Ingredient,Ingredient,Quantity,Weigh
SEA02,Cá bông lau,300 Gr,0.7
VEG10,Bông súng,200 Gr,0.2
VEG48,Me,50 Gr,0.06
VEG61,Ngò om,100 Gr,0.01
VEG60,Ngò gai,100 Gr,0.01
VEG28,Hành lá,100 Gr,0.01
VEG64,Ớt,2 Trái,0.01
SPI22,Đường trắng,1 Muỗng canh,0.0
SPI35,Nước mắm,1 Muỗng canh,0.0
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
SPI34,Muối,1 Muỗng cà phê,0.0
SPI10,Dầu ăn,2 Muỗng canh,0.0
