ID_Ingredient,Ingredient,Quantity,Weigh
VEG76,Rau nhút,400 Gr,0.15
VEG11,Cà chua,1 Trái,0.1
SEA14,Nghêu,1 Kg,0.6
WAT05,Nước cốt me,30 ml,0.1
SPI22,Đường trắng,1 Muỗng canh,0.0
SPI35,Nước mắm,1 Muỗng cà phê,0.0
SPI52,Tỏi băm,1 Muỗng cà phê,0.05
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
SPI34,Muối,1/2 Muỗng cà phê,0.0
SPI10,Dầu ăn,1 Muỗng canh,0.0
