ID_Ingredient,Ingredient,Quantity,Weigh
SEA11,Cua đồng,300 Gr,0.5
VEG72,Rau dền,70 Gr,0.15
VEG73,Rau mồng tơi,70 Gr,0.2
VEG50,Mướp hương,70 Gr,0.15
SPI34,Muối,1/2 Muỗng cà phê,0.0
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
