ID_Ingredient,Ingredient,Quantity,Weigh
MEA13,Thịt heo bằm,150 Gr,0.55
VEG73,Rau mồng tơi,200 Gr,0.4
VEG31,Hành tím,1 Củ,0.05
SPI34,Muối,1/2 Muỗng cà phê,0.0
SPI05,Bột ngọt,1/2 Muỗng cà phê,0.0
SPI10,Dầu ăn,2 Muỗng cà phê,0.0
