ID_Ingredient,Ingredient,Quantity,Weigh
MEA13,Thịt heo bằm,50 Gr,0.7
VEG78,Rau tần ô (cải cúc),1/2 Bó,0.3
SPI35,Nước mắm,1 Muỗng canh,0.0
SPI40,Nước tương,1/2 Muỗng cà phê,0.0
VEG34,Hạt nêm,1 Muỗng cà phê,0.0
SPI34,Muối,1/4 Muỗng cà phê,0.0
WAT02,Nước,600 ml,0.0
VEG36,Tiêu,1/4 Muỗng cà phê,0.0
