ID_Ingredient,Ingredient,Quantity,Weigh
MEA12,Thịt gà,400 Gr,0.6
EGG01,Trứng cút,20 Quả,0.3
SPI39,Nước màu,2 Muỗng canh,0
VEG31,Hành tím,1 Củ,0.1
VEG25,Gừng,1/4 Củ,0
SPI35,Nước mắm,2 Muỗng canh,0
SPI22,Đường trắng,2 Muỗng canh,0
SPI34,Muối,0.67 Muỗng cà phê,0
SPI40,Nước tương,2 Muỗng canh,0
