ID_Ingredient,Ingredient,Quantity,Weigh
MEA02,Cánh gà,900 Gr,0.6
SPI40,Nước tương,45 ml,0.2
SPI52,Tỏi băm,5 Gr,0
SPI08,Bột tỏi,5 Gr,0
SPI10,Dầu ăn,1/2 Muỗng canh,0
WAT01,Coca Cola,1 Lon,0.2
WAT11,Rượu trắng,2.50 ml,0
