ID_Ingredient,Ingredient,Quantity,Weigh
SEA06,Cá diêu hồng,600 Gr,0.7
SPI51,Tỏi,20 Gr,0.1
VEG25,Gừng,20 Gr,0.1
VEG69,Ớt khô,5 Gr,0.1
SPI41,Nước tương Maggi,105 ml,0
SPI14,Dầu hào Maggi,90 Gr,0
SPI25,Giấm đen,60 ml,0
SPI45,Sốt hoisin,30 Gr,0
SPI22,Đường trắng,30 Gr,0
WAT11,Rượu trắng,30 ml,0
SPI17,Dầu mè,2 Muỗng cà phê,0
SPI11,Dầu điều,2 Muỗng cà phê,0
SPI34,Muối,1 Muỗng cà phê,0
SPI47,Tiêu,1/2 Muỗng cà phê,0
SPI10,Dầu ăn,1 Muỗng canh,0
