ID_Ingredient,Ingredient,Quantity,Weigh
MEA01,Bắp bò,500 Gr,0.5
VEG25,Gừng,15 Gr,0.1
VEG31,Hành tím,15 Gr,0.1
SPI51,Tỏi,15 Gr,0
SPI49,Tiêu xanh,15 Gr,0
WAT03,Nước cốt chanh,10 ml,0.1
SPI32,Mật mía,60 Gr,0.2
SPI15,Dầu hào tỏi ớt CHIN-SU,4 Muỗng canh,0
WAT02,Nước,350 ml,0
