ID_Ingredient,Ingredient,Quantity,Weigh
SEA06,Cá diêu hồng,500 Gr,0.6
VEG11,Cà chua,100 Gr,0.2
VEG31,Hành tím,1 Muỗng canh,0.1
SPI51,Tỏi,1 Muỗng canh,0.1
SPI55,Tương ớt,30 Gr,0
SPI54,Tương cà,50 Gr,0
SPI22,Đường trắng,30 Gr,0
VEG34,Hạt nêm,5 Gr,0
SPI47,Tiêu,2 Gr,0
SPI35,Nước mắm,30 ml,0
SPI10,Dầu ăn,2 Muỗng canh,0
