ID_Ingredient,Ingredient,Quantity,Weigh
MEA04,Đùi gà,500 Gr,0.7
SPI57,Xốt rô-ti Barona,1 Gói,0
WAT04,Nước dừa,500 ml,0.3
SPI10,Dầu ăn,20 ml,0
