ID_Ingredient,Ingredient,Quantity,Weigh
MEA10,Thịt ba chỉ,150 Gr,0.5
SEA16,Tôm khô,50 Gr,0.2
SPI35,Nước mắm,6 Muỗng canh,0
SPI22,Đường trắng,5 Muỗng canh,0
SPI47,Tiêu,1 Muỗng cà phê,0
VEG64,Ớt,4 Trái,0.1
SPI51,Tỏi,3 Tép,0.1
VEG28,Hành lá,100 Gr,0.1
