ID_Ingredient,Ingredient,Quantity,Weigh
MEA04,Đùi gà,300 Gr,0.5
WAT04,Nước dừa,200 ml,0.2
SPI40,Nước tương,2 Muỗng canh,0.1
SPI06,Bột ngũ vị hương,1 Muỗng cà phê,0.1
VEG31,Hành tím,1 Củ,0.1
SPI52,Tỏi băm,1 Muỗng cà phê,0
SPI05,Bột ngọt,1/3 Muỗng cà phê,0
SPI17,Dầu mè,1 Muỗng canh,0
SPI34,Muối,1 Muỗng cà phê,0
SPI47,Tiêu,1/2 Muỗng cà phê,0
SPI33,Mật ong,2 Muỗng canh,0
SPI10,Dầu ăn,2 Muỗng canh,0
