ID_Ingredient,Ingredient,Quantity,Weigh
SEA08,Cá kèo,500 Gr,0.6
VEG77,Rau răm,70 Gr,0.2
SPI24,Giấm,50 ml,0
SPI51,Tỏi,60 Gr,0.05
VEG28,Hành lá,50 Gr,0.05
SPI22,Đường trắng,80 Gr,0
SPI35,Nước mắm,50 ml,0
VEG34,Hạt nêm,20 Gr,0
SPI34,Muối,25 Gr,0
SPI47,Tiêu,3 Gr,0
SPI10,Dầu ăn,2 Muỗng canh,0
VEG64,Ớt,5 Trái,0.1
