ID_Ingredient,Ingredient,Quantity,Weigh
SEA09,Cá lóc,700 Gr,0.5
WAT04,Nước cốt dừa,400 ml,0.25
VEG31,Hành tím,2 Củ,0.1
SPI51,Tỏi,4 Tép,0.05
VEG64,Ớt,2 Trái,0.05
VEG28,Hành lá,1 Cây,0.05
SPI10,Dầu ăn,1 Chén,0
SPI35,Nước mắm,2 Muỗng canh,0
SPI34,Muối,1 Muỗng cà phê,0
SPI22,Đường trắng,1 Muỗng canh,0
VEG34,Hạt nêm,1/2 Muỗng cà phê,0
VEG26,Gừng băm,1 Muỗng canh,0
WAT11,Rượu trắng,30 ml,0
