ID_Ingredient,Ingredient,Quantity,Weigh
MEA08,Phi lê gà,400 Gr,0.5
VEG30,Hành tây,150 Gr,0.05
EGG02,Trứng gà,2 Quả,0.05
VEG11,Cà chua,300 Gr,0.2
VEG34,Hạt nêm,2 Muỗng canh,0.05
SPI47,Tiêu,1 Muỗng cà phê,0.05
SPI22,Đường trắng,1/2 Muỗng canh,0.025
SPI10,Dầu ăn,1 Muỗng canh,0.025
SPI13,Dầu hào,1.50 Muỗng canh,0.025
WAT02,Nước,50 ml,0.025
