ID_Ingredient,Ingredient,Quantity,Weigh
MEA10,Thịt ba chỉ,500 Gr,0.5
VEG36,Hạt tiêu,5 Gr,0.05
SPI51,Tỏi,10 Gr,0.05
VEG79,Rễ ngò,20 Gr,0.05
SPI22,Đường trắng,80 Gr,0.05
SPI34,Muối,1 Gr,0.05
SPI35,Nước mắm,50 ml,0.05
RIC02,Bột bắp,50 Gr,0.05
RIC03,Bột mì,100 Gr,0.05
SPI43,Ớt bột,15 Gr,0.05
WAT08,Nước dừa tươi,100 ml,0.025
WAT03,Nước cốt chanh,20 ml,0.025
