ID_Ingredient,Ingredient,Quantity,Weigh
SEA07,Cá hồi,300 Gr,0.5
EGG02,Trứng gà,1 Quả,0.1
RIC03,Bột mì,30 Gr,0.1
SPI04,Bột chiên xù,50 Gr,0.1
SPI46,Sốt Mayonnaise,100 Gr,0.02
VEG85,Thì là,20 Gr,0.02
VEG62,Ngò rí,10 Gr,0.02
VEG17,Cần tàu,10 Gr,0.02
SPI51,Tỏi,10 Gr,0.02
SPI37,Nước mắm Maggi,2 Muỗng canh,0.02
SPI22,Đường trắng,2 Muỗng canh,0.02
SPI34,Muối,1/2 Muỗng cà phê,0.02
SPI47,Tiêu,1/2 Muỗng cà phê,0.02
SPI10,Dầu ăn,100 ml,0.02
