ID_Ingredient,Ingredient,Quantity,Weigh
SEA04,Cá chẽm phi lê,1 Kg,0.5
SPI03,Bột chiên giòn,150 Gr,0.1
SPI20,Đường nâu,200 Gr,0.1
WAT05,Nước cốt me,100 ml,0.1
SPI35,Nước mắm,30 ml,0.05
SPI55,Tương ớt,30 Gr,0.05
SPI52,Tỏi băm,10 Gr,0.05
SPI42,Ớt băm,10 Gr,0.05
