ID_Ingredient,Ingredient,Quantity,Weigh
MEA14,Sườn non,600 Gr,0.5
SPI52,Tỏi băm,20 Gr,0.075
VEG32,Hành tím băm,10 Gr,0.075
SPI35,Nước mắm,3 Muỗng canh,0.2
VEG34,Hạt nêm,1 Muỗng cà phê,0.075
SPI05,Bột ngọt,1/3 Muỗng cà phê,0.075
