ID_Ingredient,Ingredient,Quantity,Weigh
MEA12,Thịt gà,500 Gr,0.5
VEG82,Sả,3 Cây,0.1
VEG44,Lá chanh,20 Lá,0.1
SPI03,Bột chiên giòn,1 Bịch,0.05
VEG02,Bắp cải,1/4 Cái,0.05
VEG26,Dưa leo,2 Trái,0.05
VEG13,Cà rốt,1/2 Củ,0.05
SPI43,Ớt bột,1 Muỗng cà phê,0.05
SPI10,Dầu ăn,1 Chén,0.025
SPI46,Sốt Mayonnaise,3 Muỗng canh,0.025
