ID_Ingredient,Ingredient,Quantity,Weigh
MEA06,Lòng heo,400 gr ,0.5
VEG82,Sả,3 cây ,0.15
VEG64,Ớt,1 trái ,0.15
VEG32,Hành tím băm,1 muỗng canh ,0.1
SPI52,Tỏi băm,1 muỗng canh ,0.1
