ID_Ingredient,Ingredient,Quantity,Weigh
SEA06,Cá diêu hồng,1 Con,0.5
VEG49,Me chua,1/2 Hộp,0.2
SPI35,Nước mắm,4 Muỗng canh,0.05
SPI22,Đường trắng,10 Muỗng cà phê,0.05
SPI51,Tỏi,5 Tép,0.05
VEG64,Ớt,3 Trái,0.05
SPI10,Dầu ăn,200 ml,0.05
SPI34,Muối,3 Muỗng cà phê,0.05
