ID_Ingredient,Ingredient,Quantity,Weigh
SEA06,Cá diêu hồng,1 Con,0.5
VEG64,Ớt,2 Trái,0.1
SPI51,Tỏi,1 Củ,0.1
SPI35,Nước mắm,3 Muỗng canh,0.1
SPI22,Đường trắng,1 Muỗng canh,0.1
SPI10,Dầu ăn,3 Muỗng canh,0.1
