ID_Ingredient,Ingredient,Quantity,Weigh
MEA10,Thịt ba chỉ,300 Gr,0.5
VEG71,Ớt sừng,1 Quả,0.1
VEG25,Gừng,30 Gr,0.1
SPI51,Tỏi,4 Tép,0.1
SPI03,Bột chiên giòn,50 Gr,0.05
WAT03,Nước cốt chanh,1 Muỗng canh,0.05
SPI35,Nước mắm,2 Muỗng canh,0.05
SPI22,Đường trắng,2 Muỗng canh,0.05
