ID_Ingredient,Ingredient,Quantity,Weigh
MEA14,Sườn non,500 Gr,0.5
VEG82,Sả,5 Cây,0.1
VEG64,Ớt,2 Trái,0.1
SPI51,Tỏi,1/2 Củ,0.05
VEG34,Hạt nêm,1 Muỗng cà phê,0.05
SPI22,Đường trắng,1 Muỗng cà phê,0.05
SPI35,Nước mắm,1 Muỗng canh,0.05
SPI47,Tiêu,1/2 Muỗng cà phê,0.05
SPI34,Muối,1/2 Muỗng cà phê,0.025
SPI10,Dầu ăn,4 Muỗng canh,0.025
