ID_Ingredient,Ingredient,Quantity,Weigh
SEA03,Cá chẽm,1 Con,0.425
RIC03,Bột mì,1/2 Chén,0.1
SPI34,Muối,1 Muỗng canh,0.05
VEG31,Hành tím,1 Củ,0.05
SPI35,Nước mắm,2 Muỗng canh,0.1
WAT05,Nước cốt me,1 Muỗng canh,0.1
VEG36,Hạt tiêu,1/4 Muỗng cà phê,0.025
VEG62,Ngò rí,1 Muỗng canh,0.025
SPI51,Tỏi,2 Tép,0.025
VEG64,Ớt,3 Trái,0.025
WAT02,Nước,1/4 Chén,0.025
SPI21,Đường thốt nốt,1/3 Muỗng canh,0.025
SPI10,Dầu ăn,500 ml,0.025
