ID_Ingredient,Ingredient,Quantity,Weigh
MEA05,Đuôi heo,300 Gr,0.5
VEG25,Gừng,5 Gr,0.05
WAT06,Nước cốt tắc,50 ml,0.05
SPI34,Muối,1/2 Muỗng canh,0.05
SPI35,Nước mắm,50 ml,0.1
SPI22,Đường trắng,50 Gr,0.05
SPI52,Tỏi băm,10 Gr,0.05
SPI42,Ớt băm,10 Gr,0.05
VEG82,Sả,20 Gr,0.05
VEG87,Trái tắc,10 Gr,0.05
