ID_Ingredient,Ingredient,Quantity,Weigh
MEA14,Sườn non,500 Gr,0.5
SPI55,Tương ớt,30 Gr,0.05
SPI19,Đường,30 Gr,0.05
SPI35,Nước mắm,25 ml,0.15
SPI50,Tiêu xay,1 Gr,0.05
SPI52,Tỏi băm,15 Gr,0.05
VEG32,Hành tím băm,15 Gr,0.05
SPI42,Ớt băm,3 Gr,0.05
RIC03,Bột mì,50 Gr,0.05
