ID_Ingredient,Ingredient,Quantity,Weigh
SEA03,Cá chẽm,400 Gr,0.5
SPI03,Bột chiên giòn,2 Muỗng canh,0.2
SPI13,Dầu hào,2 Muỗng canh,0.025
SPI35,Nước mắm,1.50 Muỗng canh,0.025
VEG82,Sả,2 Củ,0.025
VEG20,Củ riềng,20 Gr,0.025
VEG64,Ớt,3 Trái,0.025
VEG36,Hạt tiêu,3 Muỗng canh,0.025
VEG44,Lá chanh,5 Lá,0.05
SPI51,Tỏi,2 Tép,0.05
SPI10,Dầu ăn,500 ml,0.05
