ID_Ingredient,Ingredient,Quantity,Weigh
MEA02,Cánh gà,500 Gr,0.5
SPI22,Đường trắng,7 Muỗng cà phê,0.1
SPI35,Nước mắm,11 Muỗng cà phê,0.1
SPI10,Dầu ăn,1 Chén,0.1
SPI47,Tiêu,1/3 Muỗng cà phê,0.05
VEG34,Hạt nêm,1/3 Muỗng cà phê,0.05
VEG31,Hành tím,1 Củ,0.05
SPI51,Tỏi,1/2 Củ,0.05
