ID_Ingredient,Ingredient,Quantity,Weigh
MEA02,Cánh gà,500 Gr,0.5
SPI38,Nước mắm Vị Xưa,40 ml,0.08
RIC03,Bột mì,30 Gr,0.08
RIC02,Bột bắp,10 Gr,0.08
SPI33,Mật ong,30 ml,0.07
SPI51,Tỏi,30 Gr,0.04
SPI53,Tỏi phi,10 Gr,0.05
VEG64,Ớt,10 Gr,0.05
SPI47,Tiêu,3 Gr,0.05
